Timestamp,V1(V),I1(mA),V2(V),I2(mA)
2026-04-18 13:30:07,3.363,0.6,0.0020,11.412,3.996,283.1,1.1313,14.149,1.1292,2.737,79.5,80.5
2026-04-18 13:30:09,3.367,0.4,0.0013,11.413,4.000,263.0,1.0520,14.654,1.0507,3.241,65.5,86.5
2026-04-18 13:30:10,3.365,0.4,0.0013,11.413,3.998,274.7,1.0983,15.015,1.0969,3.602,65.5,86.5
2026-04-18 13:30:13,3.365,0.3,0.0010,11.414,3.995,279.9,1.1182,15.740,1.1172,4.326,39.8,100.0
2026-04-18 13:30:16,3.366,1.4,0.0047,11.418,3.995,275.7,1.1014,16.716,1.0967,5.298,100.0,10.9
2026-04-18 13:30:17,3.408,4.7,0.0160,11.423,3.996,274.5,1.0969,17.065,1.0809,5.642,79.7,80.3
2026-04-18 13:32:59,3.379,0.3,0.0010,11.469,4.024,174.5,0.7022,48.693,0.7012,37.224,80.0,80.0
2026-04-18 13:33:00,3.379,0.4,0.0014,11.469,4.024,173.9,0.6998,48.902,0.6984,37.432,80.0,80.0
2026-04-18 13:33:01,3.379,0.4,0.0014,11.470,4.024,174.2,0.7010,49.103,0.6996,37.633,80.0,80.0
2026-04-18 13:33:02,3.377,0.4,0.0014,11.470,4.024,174.2,0.7010,49.307,0.6996,37.837,80.0,80.0
2026-04-18 13:57:16,3.334,1.7,0.0057,0.000,3.996,345.5,1.3806,0.000,-1.3750,0.000,100.0,100.0
2026-04-18 13:57:17,3.384,1.8,0.0061,0.002,4.005,304.4,1.2191,0.370,-1.2130,-0.369,100.0,100.0
2026-04-18 13:57:18,3.380,1.8,0.0061,0.004,3.999,326.4,1.3053,0.743,-1.2992,-0.739,100.0,100.0
2026-04-18 13:57:19,3.379,1.7,0.0057,0.005,4.000,321.0,1.2840,1.110,-1.2783,-1.105,100.0,100.0
2026-04-18 13:57:20,3.373,1.0,0.0034,0.006,4.000,317.1,1.2684,1.480,-1.2650,-1.474,86.0,100.0
2026-04-18 13:57:21,3.373,1.0,0.0034,0.007,3.999,317.5,1.2697,1.863,-1.2663,-1.856,99.9,100.0
2026-04-18 13:57:23,3.376,0.9,0.0030,0.008,3.998,319.6,1.2778,2.227,-1.2747,-2.219,61.5,100.0
2026-04-18 13:57:24,3.375,1.0,0.0034,0.009,4.003,298.9,1.1965,2.572,-1.1931,-2.563,86.0,100.0
2026-04-18 13:57:25,3.373,0.7,0.0024,0.010,3.995,325.6,1.3008,2.952,-1.2984,-2.942,100.0,100.0
2026-04-18 13:57:26,3.375,0.7,0.0024,0.010,4.003,291.1,1.1653,3.303,-1.1629,-3.293,100.0,100.0
2026-04-18 13:57:27,3.370,0.4,0.0013,0.011,3.999,304.1,1.2161,3.650,-1.2147,-3.640,100.0,100.0
2026-04-18 13:57:28,3.374,0.5,0.0017,0.011,4.001,290.3,1.1615,3.984,-1.1598,-3.973,26.3,100.0
2026-04-18 13:57:29,3.373,0.7,0.0024,0.012,4.001,288.6,1.1547,4.322,-1.1523,-4.310,99.8,100.0
2026-04-18 13:57:30,3.370,1.0,0.0034,0.013,3.996,311.2,1.2436,4.706,-1.2402,-4.693,99.8,100.0
2026-04-18 13:57:32,3.410,1.6,0.0055,0.016,4.069,1.2,0.0049,4.708,0.0006,-4.692,0.0,0.0
2026-04-18 13:57:33,3.410,1.6,0.0055,0.018,4.069,1.2,0.0049,4.710,0.0006,-4.692,0.0,0.0
2026-04-18 13:57:34,3.411,1.6,0.0055,0.019,4.070,1.2,0.0049,4.711,0.0006,-4.692,0.0,0.0
2026-04-18 13:57:35,3.411,1.6,0.0055,0.021,4.070,1.2,0.0049,4.713,0.0006,-4.692,0.0,0.0
2026-04-18 13:57:37,3.412,1.6,0.0055,0.023,4.071,1.2,0.0049,4.715,0.0006,-4.692,0.0,0.0
2026-04-18 13:57:38,3.412,1.6,0.0055,0.025,4.071,1.2,0.0049,4.716,0.0006,-4.691,0.0,0.0
2026-04-18 13:57:39,3.412,1.6,0.0055,0.026,4.071,1.2,0.0049,4.718,0.0006,-4.691,0.0,0.0
2026-04-18 13:57:40,3.414,1.6,0.0055,0.028,4.071,1.2,0.0049,4.719,0.0006,-4.691,0.0,0.0
2026-04-18 13:57:41,3.414,1.6,0.0055,0.029,4.072,1.2,0.0049,4.720,0.0006,-4.691,0.0,0.0
2026-04-18 13:57:42,3.414,1.6,0.0055,0.031,4.072,1.2,0.0049,4.722,0.0006,-4.691,0.0,0.0
2026-04-18 13:57:43,3.375,1.3,0.0044,0.032,3.996,326.9,1.3063,5.103,-1.3019,-5.070,100.0,100.0
2026-04-18 13:57:44,3.373,1.0,0.0034,0.033,3.998,317.1,1.2678,5.488,-1.2644,-5.455,100.0,100.0
2026-04-18 13:57:45,3.373,0.9,0.0030,0.034,3.999,306.7,1.2265,5.913,-1.2235,-5.879,100.0,100.0
2026-04-18 13:57:47,3.369,0.7,0.0024,0.035,4.000,296.0,1.1840,6.351,-1.1816,-6.316,100.0,100.0
2026-04-18 13:57:48,3.371,0.7,0.0024,0.036,4.005,274.8,1.1006,6.672,-1.0982,-6.636,100.0,100.0
2026-04-18 13:57:49,3.369,0.7,0.0024,0.037,3.998,304.5,1.2174,7.299,-1.2150,-7.262,100.0,100.0
2026-04-18 13:57:52,3.366,0.5,0.0017,0.038,3.992,319.8,1.2766,8.064,-1.2750,-8.025,100.0,100.0
2026-04-18 13:57:54,3.369,0.5,0.0017,0.039,3.996,302.9,1.2104,8.740,-1.2087,-8.701,100.0,100.0
2026-04-18 13:57:55,3.367,0.5,0.0017,0.040,3.998,291.6,1.1658,9.173,-1.1641,-9.134,99.9,100.0
2026-04-18 13:57:56,3.365,0.5,0.0017,0.040,3.992,316.3,1.2627,9.634,-1.2610,-9.594,99.9,100.0
2026-04-18 13:57:57,3.369,0.5,0.0017,0.041,3.998,290.3,1.1606,9.969,-1.1589,-9.928,99.9,100.0
2026-04-18 13:57:59,3.365,0.8,0.0027,0.042,3.991,314.7,1.2560,10.441,-1.2533,-10.399,100.0,2.5
2026-04-18 13:58:00,3.369,0.9,0.0030,0.043,3.995,300.9,1.2021,10.780,-1.1991,-10.738,86.0,100.0
2026-04-18 13:58:01,3.363,1.0,0.0034,0.044,3.988,328.2,1.3089,11.173,-1.3055,-11.129,100.0,100.0
2026-04-18 13:58:02,3.366,1.3,0.0044,0.045,3.990,316.4,1.2624,11.531,-1.2581,-11.487,100.0,100.0
2026-04-18 13:58:03,3.369,1.2,0.0040,0.046,3.984,341.1,1.3589,11.928,-1.3549,-11.882,99.7,100.0
2026-04-18 13:58:04,3.363,1.1,0.0037,0.047,3.989,317.7,1.2673,12.298,-1.2636,-12.251,99.8,100.0
2026-04-18 13:58:05,3.364,1.2,0.0040,0.048,3.991,306.8,1.2244,12.663,-1.2204,-12.615,60.1,100.0
2026-04-18 13:58:06,3.367,1.3,0.0044,0.050,3.992,301.8,1.2048,13.024,-1.2004,-12.974,16.3,100.0
2026-04-18 13:58:07,3.370,2.4,0.0081,0.052,3.970,393.3,1.5614,13.462,-1.5533,-13.410,99.8,100.0
2026-04-18 13:58:08,3.393,4.2,0.0143,0.056,3.989,313.3,1.2498,13.840,-1.2355,-13.784,99.8,100.0
2026-04-18 13:58:09,4.661,28.5,0.1328,0.094,3.995,309.1,1.2349,14.194,-1.1020,-14.099,99.8,100.0
2026-04-18 13:58:10,4.809,64.8,0.3116,0.209,4.069,1.2,0.0049,14.196,0.3067,-13.987,0.0,0.0
2026-04-18 13:58:11,4.810,64.9,0.3122,0.298,4.070,1.2,0.0049,14.197,0.3073,-13.900,0.0,0.0
2026-04-18 13:58:12,4.810,64.8,0.3117,0.387,4.071,1.2,0.0049,14.198,0.3068,-13.812,0.0,0.0
2026-04-18 13:58:14,4.811,64.9,0.3122,0.477,4.072,1.2,0.0049,14.200,0.3073,-13.723,0.0,0.0
2026-04-18 13:58:15,4.811,64.8,0.3118,0.567,4.074,1.2,0.0049,14.201,0.3069,-13.634,0.0,0.0
2026-04-18 13:58:16,4.813,65.1,0.3133,0.658,4.074,1.2,0.0049,14.203,0.3084,-13.544,0.0,0.0
2026-04-18 13:58:17,4.811,64.6,0.3108,0.750,4.075,1.2,0.0049,14.204,0.3059,-13.454,0.0,0.0
2026-04-18 13:58:18,4.814,65.1,0.3134,0.840,4.075,1.2,0.0049,14.206,0.3085,-13.366,0.0,0.0
2026-04-18 13:58:19,4.813,64.6,0.3109,0.929,4.076,1.2,0.0049,14.207,0.3060,-13.278,0.0,0.0
2026-04-18 13:58:20,4.815,65.3,0.3144,1.020,4.076,1.2,0.0049,14.208,0.3095,-13.188,0.0,0.0
2026-04-18 13:58:21,4.609,20.9,0.0963,1.048,3.998,311.6,1.2458,14.572,-1.1494,-13.524,100.0,100.0
2026-04-18 13:58:22,3.395,3.8,0.0129,1.052,4.004,273.3,1.0943,14.896,-1.0814,-13.844,-9.1,100.0
2026-04-18 13:58:23,3.377,2.2,0.0074,1.054,3.995,305.1,1.2189,15.247,-1.2114,-14.192,99.9,100.0
2026-04-18 13:58:24,3.365,2.1,0.0071,1.056,3.974,397.2,1.5785,15.706,-1.5714,-14.650,99.7,100.0
2026-04-18 13:58:25,3.376,1.8,0.0061,1.058,3.986,337.7,1.3461,16.099,-1.3400,-15.041,99.7,100.0
2026-04-18 13:58:26,3.345,1.5,0.0050,1.059,3.945,406.7,1.6044,16.577,-1.5994,-15.518,100.0,26.7
2026-04-18 13:58:27,3.371,1.7,0.0057,1.061,3.991,308.9,1.2328,16.928,-1.2271,-15.867,99.9,100.0
2026-04-18 13:58:29,3.367,1.5,0.0051,1.064,3.999,274.5,1.0977,17.480,-1.0927,-16.417,86.0,100.0
2026-04-18 13:58:30,3.370,1.6,0.0054,1.065,3.991,305.2,1.2181,17.878,-1.2127,-16.813,100.0,100.0
2026-04-18 13:58:31,3.367,1.7,0.0057,1.067,3.992,296.2,1.1824,18.277,-1.1767,-17.210,99.8,100.0
2026-04-18 13:58:32,3.365,1.8,0.0061,1.069,3.975,374.2,1.4874,18.711,-1.4814,-17.642,99.8,100.0
2026-04-18 13:58:33,3.369,1.8,0.0061,1.071,3.986,321.1,1.2799,19.101,-1.2738,-18.030,99.7,100.0
2026-04-18 13:58:35,3.367,1.8,0.0061,1.073,3.989,311.4,1.2422,19.451,-1.2361,-18.378,99.7,100.0
2026-04-18 13:58:36,3.366,1.8,0.0061,1.074,3.989,310.5,1.2386,19.809,-1.2325,-18.735,99.8,100.0
2026-04-18 13:58:37,3.367,1.6,0.0054,1.076,3.990,308.5,1.2309,20.168,-1.2255,-19.092,100.0,28.2
2026-04-18 13:58:38,3.367,1.6,0.0054,1.078,3.991,296.0,1.1813,20.534,-1.1759,-19.457,99.7,100.0
2026-04-18 13:58:39,3.370,1.8,0.0061,1.080,3.994,286.7,1.1451,21.015,-1.1390,-19.935,99.7,100.0
2026-04-18 13:58:42,3.404,1.9,0.0065,1.086,4.061,1.2,0.0049,21.019,0.0016,-19.933,0.0,0.0
2026-04-18 13:58:43,3.405,1.8,0.0061,1.088,4.061,1.2,0.0049,21.021,0.0013,-19.933,0.0,0.0
2026-04-18 13:58:44,3.406,2.1,0.0072,1.090,4.063,1.2,0.0049,21.022,0.0023,-19.932,0.0,0.0
2026-04-18 13:58:46,3.408,2.1,0.0072,1.092,4.063,1.2,0.0049,21.024,0.0023,-19.932,0.0,0.0
2026-04-18 13:58:47,3.408,2.1,0.0072,1.095,4.064,1.2,0.0049,21.026,0.0023,-19.931,0.0,0.0
2026-04-18 13:58:48,3.409,2.1,0.0072,1.098,4.064,1.2,0.0049,21.027,0.0023,-19.930,0.0,0.0
2026-04-18 13:58:50,3.409,2.1,0.0072,1.100,4.065,1.2,0.0049,21.029,0.0023,-19.929,0.0,0.0
2026-04-18 13:58:51,3.409,2.1,0.0072,1.102,4.065,1.2,0.0049,21.031,0.0023,-19.928,0.0,0.0
2026-04-18 13:58:52,3.410,2.1,0.0072,1.104,4.065,1.2,0.0049,21.032,0.0023,-19.928,0.0,0.0
2026-04-18 13:58:53,3.343,2.1,0.0070,1.106,3.944,433.2,1.7085,21.517,-1.7015,-20.411,-20.0,90.0
2026-04-18 13:58:54,3.359,1.7,0.0057,1.108,3.986,338.3,1.3485,21.910,-1.3428,-20.802,100.0,60.5
2026-04-18 13:58:55,3.421,5.2,0.0178,1.113,3.991,314.6,1.2556,22.276,-1.2378,-21.163,99.9,100.0
2026-04-18 13:58:56,4.822,71.5,0.3448,1.230,4.071,1.2,0.0049,22.278,0.3399,-21.048,0.0,0.0
2026-04-18 13:58:57,4.820,70.6,0.3403,1.328,4.072,1.2,0.0049,22.279,0.3354,-20.951,0.0,0.0
2026-04-18 13:58:58,4.821,70.2,0.3384,1.450,4.074,1.2,0.0049,22.281,0.3335,-20.831,0.0,0.0
2026-04-18 13:59:00,4.820,70.0,0.3374,1.574,4.075,1.2,0.0049,22.283,0.3325,-20.709,0.0,0.0
2026-04-18 13:59:01,4.822,70.6,0.3404,1.672,4.075,1.2,0.0049,22.284,0.3355,-20.612,0.0,0.0
2026-04-18 13:59:02,4.822,69.9,0.3371,1.770,4.075,1.2,0.0049,22.286,0.3322,-20.516,0.0,0.0
2026-04-18 13:59:03,4.824,70.6,0.3406,1.872,4.076,1.2,0.0049,22.287,0.3357,-20.415,0.0,0.0
2026-04-18 13:59:04,4.822,69.8,0.3366,1.968,4.076,1.2,0.0049,22.289,0.3317,-20.321,0.0,0.0
2026-04-18 13:59:05,4.822,70.3,0.3390,2.064,4.076,1.2,0.0049,22.290,0.3341,-20.226,0.0,0.0
2026-04-18 13:59:06,4.822,69.7,0.3361,2.162,4.077,1.2,0.0049,22.291,0.3312,-20.130,0.0,0.0
2026-04-18 13:59:07,3.393,3.4,0.0115,2.165,4.001,288.7,1.1551,22.627,-1.1436,-20.462,100.0,74.4
2026-04-18 13:59:08,3.360,1.2,0.0040,2.166,3.971,412.7,1.6388,23.121,-1.6348,-20.955,100.0,99.9
2026-04-18 13:59:09,3.367,1.3,0.0044,2.168,3.989,333.1,1.3287,23.496,-1.3244,-21.328,100.0,99.9
2026-04-18 13:59:10,3.367,1.4,0.0047,2.169,3.990,324.3,1.2940,23.880,-1.2892,-21.711,100.0,100.0
2026-04-18 13:59:11,3.373,1.5,0.0051,2.170,3.989,323.9,1.2920,24.251,-1.2870,-22.080,39.6,100.0
2026-04-18 13:59:12,3.366,1.4,0.0047,2.172,3.988,330.5,1.3180,24.646,-1.3133,-22.474,99.8,100.0
2026-04-18 13:59:13,3.371,1.5,0.0051,2.173,3.985,337.0,1.3429,25.028,-1.3379,-22.855,99.9,100.0
2026-04-18 13:59:14,3.370,1.5,0.0051,2.175,3.994,297.3,1.1874,25.373,-1.1824,-23.198,60.2,100.0
2026-04-18 13:59:16,3.367,1.6,0.0054,2.176,3.996,287.7,1.1496,25.727,-1.1443,-23.550,100.0,60.8
2026-04-18 13:59:17,3.365,1.6,0.0054,2.178,3.979,358.5,1.4265,26.133,-1.4211,-23.955,99.9,100.0
2026-04-18 13:59:18,3.371,1.5,0.0051,2.179,3.995,284.6,1.1370,26.455,-1.1319,-24.276,99.9,100.0
2026-04-18 13:59:19,3.366,1.5,0.0050,2.181,3.994,291.1,1.1627,26.797,-1.1576,-24.616,99.9,100.0
2026-04-18 13:59:22,3.364,1.2,0.0040,2.185,3.990,304.8,1.2162,27.957,-1.2121,-25.773,99.9,100.0
2026-04-18 13:59:23,3.364,1.2,0.0040,2.186,3.988,313.5,1.2502,28.401,-1.2462,-26.215,99.9,100.0
2026-04-18 13:59:24,3.359,1.0,0.0034,2.187,3.979,347.1,1.3811,28.819,-1.3778,-26.632,99.9,100.0
2026-04-18 13:59:26,3.354,0.5,0.0017,2.188,3.975,362.3,1.4401,29.229,-1.4385,-27.041,99.8,100.0
2026-04-18 13:59:27,3.394,0.4,0.0014,2.188,4.059,1.2,0.0049,29.230,-0.0035,-27.042,0.0,0.0
2026-04-18 13:59:28,3.394,0.0,0.0000,2.188,4.060,1.2,0.0049,29.232,-0.0049,-27.044,0.0,0.0
2026-04-18 13:59:29,3.396,0.3,0.0010,2.188,4.061,1.2,0.0049,29.234,-0.0039,-27.045,0.0,0.0
2026-04-18 13:59:30,3.398,0.4,0.0014,2.189,4.061,1.2,0.0049,29.235,-0.0035,-27.046,0.0,0.0
2026-04-18 13:59:31,3.401,1.0,0.0034,2.190,4.063,1.2,0.0049,29.236,-0.0015,-27.047,0.0,0.0
2026-04-18 13:59:32,3.405,1.6,0.0054,2.192,4.063,1.2,0.0049,29.238,0.0006,-27.046,0.0,0.0
2026-04-18 13:59:33,3.405,1.6,0.0054,2.193,4.064,1.2,0.0049,29.239,0.0006,-27.046,0.0,0.0
2026-04-18 13:59:34,3.404,1.3,0.0044,2.194,4.064,1.2,0.0049,29.241,-0.0005,-27.046,0.0,0.0
2026-04-18 13:59:35,3.401,0.7,0.0024,2.195,4.064,1.2,0.0049,29.242,-0.0025,-27.047,0.0,0.0
2026-04-18 13:59:37,3.401,0.7,0.0024,2.196,4.064,1.2,0.0049,29.244,-0.0025,-27.048,0.0,0.0
2026-04-18 13:59:39,3.400,0.4,0.0014,2.196,4.064,1.2,0.0049,29.246,-0.0035,-27.050,0.0,0.0
2026-04-18 13:59:40,3.402,1.0,0.0034,2.197,4.065,1.2,0.0049,29.248,-0.0015,-27.050,0.0,0.0
2026-04-18 13:59:41,3.404,1.1,0.0037,2.199,4.065,1.2,0.0049,29.249,-0.0011,-27.051,0.0,0.0
2026-04-18 13:59:42,3.404,1.1,0.0037,2.200,4.065,1.2,0.0049,29.251,-0.0011,-27.051,0.0,0.0
2026-04-18 13:59:43,3.405,1.2,0.0041,2.201,4.065,1.2,0.0049,29.252,-0.0008,-27.051,0.0,0.0
2026-04-18 13:59:44,3.405,1.2,0.0041,2.202,4.066,1.2,0.0049,29.253,-0.0008,-27.051,0.0,0.0
2026-04-18 13:59:45,3.405,1.2,0.0041,2.203,4.066,1.2,0.0049,29.255,-0.0008,-27.052,0.0,0.0
2026-04-18 13:59:46,3.405,1.2,0.0041,2.204,4.066,1.2,0.0049,29.256,-0.0008,-27.052,0.0,0.0
2026-04-18 13:59:48,3.406,1.2,0.0041,2.206,4.066,1.2,0.0049,29.259,-0.0008,-27.052,0.0,0.0
2026-04-18 13:59:50,3.351,1.5,0.0050,2.209,3.954,485.7,1.9205,30.478,-1.9154,-28.269,61.6,100.0
2026-04-18 13:59:51,3.409,2.1,0.0072,2.213,4.064,1.2,0.0049,30.481,0.0023,-28.268,0.0,0.0
2026-04-18 13:59:52,3.409,2.1,0.0072,2.215,4.065,1.2,0.0049,30.482,0.0023,-28.267,0.0,0.0
2026-04-18 13:59:54,3.409,2.0,0.0068,2.217,4.065,1.2,0.0049,30.484,0.0019,-28.267,0.0,0.0
2026-04-18 13:59:55,3.410,2.1,0.0072,2.219,4.066,1.2,0.0049,30.485,0.0023,-28.266,0.0,0.0
2026-04-18 13:59:56,3.410,2.1,0.0072,2.221,4.066,1.2,0.0049,30.486,0.0023,-28.265,0.0,0.0
2026-04-18 13:59:57,3.410,2.1,0.0072,2.223,4.066,1.2,0.0049,30.488,0.0023,-28.265,0.0,0.0
2026-04-18 13:59:58,3.410,2.1,0.0072,2.226,4.066,1.2,0.0049,30.490,0.0023,-28.264,0.0,0.0
2026-04-18 14:00:00,3.411,2.1,0.0072,2.229,4.068,1.2,0.0049,30.492,0.0023,-28.263,0.0,0.0
2026-04-18 14:00:01,3.412,2.1,0.0072,2.231,4.068,1.2,0.0049,30.493,0.0023,-28.262,0.0,0.0
2026-04-18 14:00:02,3.371,2.1,0.0071,2.233,3.909,644.0,2.5174,31.227,-2.5103,-28.993,100.0,100.0
2026-04-18 14:00:03,3.373,1.6,0.0054,2.235,3.989,335.2,1.3371,31.617,-1.3317,-29.382,86.0,100.0
2026-04-18 14:00:04,3.359,1.6,0.0054,2.237,3.964,441.9,1.7517,32.139,-1.7463,-29.902,100.0,99.9
2026-04-18 14:00:05,3.374,1.6,0.0054,2.238,3.990,321.3,1.2820,32.504,-1.2766,-30.266,13.2,100.0
2026-04-18 14:00:06,3.371,1.7,0.0057,2.240,3.989,325.1,1.2968,32.919,-1.2911,-30.679,86.0,100.0
2026-04-18 14:00:07,3.376,1.8,0.0061,2.242,4.001,265.8,1.0635,33.245,-1.0574,-31.003,100.0,60.7
2026-04-18 14:00:09,3.369,1.8,0.0061,2.244,3.989,316.7,1.2633,33.747,-1.2573,-31.503,99.8,100.0
2026-04-18 14:00:10,3.369,1.8,0.0061,2.246,3.990,310.9,1.2405,34.108,-1.2344,-31.862,99.8,100.0
2026-04-18 14:00:11,3.367,1.8,0.0061,2.248,3.988,316.2,1.2610,34.475,-1.2549,-32.227,99.8,100.0
2026-04-18 14:00:12,3.366,1.8,0.0061,2.250,3.991,301.0,1.2013,34.835,-1.1952,-32.586,99.8,100.0
2026-04-18 14:00:13,3.365,1.7,0.0057,2.251,3.984,332.1,1.3231,35.209,-1.3174,-32.958,99.8,100.0
2026-04-18 14:00:14,3.364,1.5,0.0050,2.253,3.985,327.0,1.3031,35.620,-1.2980,-33.367,99.8,100.0
2026-04-18 14:00:16,3.365,1.2,0.0040,2.254,3.988,312.1,1.2447,36.149,-1.2406,-33.894,99.8,100.0
2026-04-18 14:00:17,3.363,1.1,0.0037,2.256,3.988,305.7,1.2191,36.498,-1.2154,-34.242,99.8,100.0
2026-04-18 14:00:18,3.366,1.6,0.0054,2.257,3.990,295.8,1.1802,36.835,-1.1749,-34.578,99.8,100.0
2026-04-18 14:00:19,3.367,1.8,0.0061,2.259,3.992,293.3,1.1709,37.198,-1.1648,-34.939,99.8,100.0
2026-04-18 14:00:20,3.367,1.8,0.0061,2.261,3.988,307.4,1.2259,37.546,-1.2199,-35.286,99.8,100.0
2026-04-18 14:00:21,3.363,1.4,0.0047,2.262,3.982,328.6,1.3085,37.919,-1.3038,-35.657,99.8,100.0
2026-04-18 14:00:22,3.366,0.7,0.0024,2.263,3.999,255.7,1.0225,38.212,-1.0202,-35.950,55.1,100.0
2026-04-18 14:00:23,3.356,0.5,0.0017,2.263,3.985,316.0,1.2593,38.579,-1.2576,-36.316,99.7,100.0
2026-04-18 14:00:24,3.356,0.7,0.0023,2.264,3.988,301.5,1.2024,38.945,-1.2000,-36.681,99.7,100.0
2026-04-18 14:00:26,3.396,1.4,0.0048,2.266,4.057,1.2,0.0049,38.947,-0.0001,-36.681,0.0,0.0
2026-04-18 14:00:27,3.399,1.4,0.0048,2.267,4.059,1.2,0.0049,38.949,-0.0001,-36.681,0.0,0.0
2026-04-18 14:00:28,3.400,1.3,0.0044,2.269,4.059,1.2,0.0049,38.950,-0.0005,-36.681,0.0,0.0
2026-04-18 14:00:29,3.400,1.3,0.0044,2.270,4.060,1.2,0.0049,38.951,-0.0005,-36.682,0.0,0.0
2026-04-18 14:00:30,3.400,1.3,0.0044,2.271,4.060,1.2,0.0049,38.953,-0.0005,-36.682,0.0,0.0
2026-04-18 14:00:31,3.402,1.5,0.0051,2.273,4.061,1.2,0.0049,38.955,0.0002,-36.682,0.0,0.0
2026-04-18 14:00:32,3.402,1.5,0.0051,2.275,4.061,1.2,0.0049,38.956,0.0002,-36.682,0.0,0.0
2026-04-18 14:00:33,3.402,1.5,0.0051,2.276,4.063,1.2,0.0049,38.958,0.0002,-36.681,0.0,0.0
2026-04-18 14:00:34,3.402,1.4,0.0048,2.278,4.063,1.2,0.0049,38.959,-0.0001,-36.681,0.0,0.0
2026-04-18 14:00:35,3.402,1.2,0.0041,2.279,4.063,1.2,0.0049,38.961,-0.0008,-36.682,0.0,0.0
2026-04-18 14:00:36,3.366,1.1,0.0037,2.280,3.992,301.7,1.2044,39.305,-1.2007,-37.025,100.0,100.0
2026-04-18 14:00:38,3.361,0.7,0.0024,2.281,3.988,320.1,1.2766,39.678,-1.2742,-37.398,100.0,100.0
2026-04-18 14:03:49,3.404,-0.2,-0.0007,2.244,4.071,1.2,0.0049,39.938,-0.0056,-37.694,0.0,0.0
2026-04-18 14:03:50,3.404,-0.1,-0.0003,2.244,4.071,1.2,0.0049,39.940,-0.0052,-37.696,0.0,0.0
2026-04-18 14:04:13,3.349,1.1,0.0037,2.267,3.955,503.5,1.9913,52.349,-1.9877,-50.082,62.5,100.0
2026-04-18 14:04:14,3.371,1.0,0.0034,2.268,3.994,326.0,1.3020,52.716,-1.2987,-50.448,100.0,99.1
2026-04-18 14:04:15,3.367,0.7,0.0024,2.269,3.996,313.6,1.2531,53.082,-1.2508,-50.813,100.0,99.1
2026-04-18 14:04:16,3.364,0.2,0.0007,2.269,4.004,269.5,1.0791,53.427,-1.0784,-51.158,-100.0,100.0
2026-04-18 14:04:24,3.404,0.3,0.0010,2.271,4.070,1.2,0.0049,53.439,-0.0039,-51.167,0.0,0.0
2026-04-18 14:04:25,3.404,0.2,0.0007,2.272,4.070,1.2,0.0049,53.440,-0.0042,-51.168,0.0,0.0
2026-04-18 14:04:27,3.404,0.2,0.0007,2.272,4.070,1.2,0.0049,53.441,-0.0042,-51.170,0.0,0.0
2026-04-18 14:04:28,3.404,0.2,0.0007,2.272,4.070,1.2,0.0049,53.443,-0.0042,-51.171,0.0,0.0
2026-04-18 14:04:29,3.404,0.2,0.0007,2.272,4.070,1.2,0.0049,53.444,-0.0042,-51.172,0.0,0.0
2026-04-18 14:04:30,3.404,0.2,0.0007,2.273,4.070,1.2,0.0049,53.446,-0.0042,-51.174,0.0,0.0
2026-04-18 14:04:31,3.405,0.2,0.0007,2.273,4.070,1.2,0.0049,53.448,-0.0042,-51.175,0.0,0.0
2026-04-18 14:04:32,3.405,0.2,0.0007,2.273,4.070,1.2,0.0049,53.449,-0.0042,-51.176,0.0,0.0
2026-04-18 14:04:34,3.405,0.3,0.0010,2.273,4.070,1.2,0.0049,53.451,-0.0039,-51.178,0.0,0.0
2026-04-18 14:04:35,3.353,0.3,0.0010,2.274,3.955,477.9,1.8901,54.004,-1.8891,-51.730,41.3,100.0
2026-04-18 14:04:36,3.361,0.3,0.0010,2.274,3.982,370.1,1.4737,54.429,-1.4727,-52.155,100.0,99.9
2026-04-18 14:04:37,3.371,0.4,0.0013,2.274,3.998,303.5,1.2134,54.792,-1.2120,-52.517,100.0,99.9
2026-04-18 14:04:38,3.377,0.4,0.0014,2.275,4.017,213.0,0.8556,55.089,-0.8543,-52.814,-15.5,100.0
2026-04-18 14:04:40,3.365,1.2,0.0040,2.276,4.000,284.5,1.1380,55.515,-1.1340,-53.238,100.0,100.0
2026-04-18 14:04:41,3.434,5.6,0.0192,2.282,3.994,313.2,1.2509,55.892,-1.2317,-53.610,99.9,100.0
2026-04-18 14:04:42,4.816,69.2,0.3333,2.390,4.074,1.2,0.0049,55.893,0.3284,-53.504,0.0,0.0
2026-04-18 14:04:43,4.818,69.5,0.3349,2.483,4.075,1.2,0.0049,55.895,0.3300,-53.412,0.0,0.0
2026-04-18 14:04:44,4.818,69.2,0.3334,2.580,4.075,1.2,0.0049,55.896,0.3285,-53.316,0.0,0.0
2026-04-18 14:04:45,4.819,69.5,0.3349,2.677,4.076,1.2,0.0049,55.898,0.3300,-53.221,0.0,0.0
2026-04-18 14:04:46,4.818,69.1,0.3329,2.798,4.076,1.2,0.0049,55.899,0.3280,-53.101,0.0,0.0
2026-04-18 14:04:48,4.819,69.6,0.3354,2.920,4.077,1.2,0.0049,55.901,0.3305,-52.982,0.0,0.0
2026-04-18 14:04:49,4.819,69.1,0.3330,3.015,4.077,1.2,0.0049,55.903,0.3281,-52.887,0.0,0.0
2026-04-18 14:04:50,4.835,82.0,0.3965,3.132,4.079,1.2,0.0049,55.904,0.3916,-52.772,0.0,0.0
